Name,light.gg URL,PvX,Weap Type,Archetype,Perk 1,Perk 2,Perk 3,Perk 4
temporal clause,https://www.light.gg/db/items/3369545945,pve,Machine Gun,Rapid-Fire Frame,"['Arrowhead Brake', 'Fluted Barrel', 'Chambered Compensator', 'Corkscrew Rifling', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['High-Caliber Rounds', 'Ricochet Rounds', 'Appended Mag', 'Flared Magwell']","['Quickdraw', 'Firmly Planted', 'Auto-Loading Holster', 'Ambitious Assassin']","['Rangefinder', 'Rampage', 'Surrounded']"
temporal clause,https://www.light.gg/db/items/3369545945,pvp,Machine Gun,Rapid-Fire Frame,"['Arrowhead Brake', 'Fluted Barrel']","['High-Caliber Rounds', 'Ricochet Rounds', 'Light Mag']","['Quickdraw', 'Firmly Planted']","['Rangefinder', 'Rampage', 'Eye of the Storm']"
apex predator,https://www.light.gg/db/items/2545083870,pve,Rocket Launcher,Adaptive Frame,"['Linear Compensator', 'Quick Launch']",['High-Velocity Rounds'],['Tracking Module'],"['Auto-Loading Holster', 'Snapshot Sights']"
apex predator,https://www.light.gg/db/items/2545083870,pvp,Rocket Launcher,Adaptive Frame,[],[],[],[]
bad omens,https://www.light.gg/db/items/991314988,pve,Rocket Launcher,Aggressive Frame,"['Volatile Launch', 'Linear Compensator']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds']","['Tracking Module', 'Auto-Loading Holster']","['Cluster Bomb', 'Genesis', 'Kill Clip']"
bad omens,https://www.light.gg/db/items/991314988,pvp,Rocket Launcher,Aggressive Frame,"['Volatile Launch', 'Linear Compensator']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds']","['Tracking Module', 'Snapshot Sights']","['Cluster Bomb', 'Quickdraw']"
bellowing giant,https://www.light.gg/db/items/2186258845,pve,Rocket Launcher,Adaptive Frame,"['Volatile Launch', 'Linear Compensator', 'Hard Launch', 'Quick Launch']","['Alloy Casing', 'Impact Casing', 'Implosion Rounds']","['Tracking Module', 'Quickdraw', 'Field Prep']","['Cluster Bomb', 'Auto-Loading Holster', 'Ambitious Assassin']"
bellowing giant,https://www.light.gg/db/items/2186258845,pvp,Rocket Launcher,Adaptive Frame,"['Volatile Launch', 'Linear Compensator', 'Confined Launch']","['Alloy Casing', 'Impact Casing', 'Black Powder']","['Tracking Module', 'Quickdraw']","['Cluster Bomb', 'Auto-Loading Holster']"
blue shift,https://www.light.gg/db/items/417474226,pve,Rocket Launcher,High-Impact Frame,[],[],[],[]
blue shift,https://www.light.gg/db/items/417474226,pvp,Rocket Launcher,High-Impact Frame,[],[],[],[]
braytech osprey,https://www.light.gg/db/items/1929278169,pve,Rocket Launcher,High-Impact Frame,[],[],[],[]
braytech osprey,https://www.light.gg/db/items/1929278169,pvp,Rocket Launcher,High-Impact Frame,[],[],[],[]
broadsword launcher,https://www.light.gg/db/items/1392429335,pve,Rocket Launcher,Adaptive Frame,[],[],[],[]
broadsword launcher,https://www.light.gg/db/items/1392429335,pvp,Rocket Launcher,Adaptive Frame,[],[],[],[]
classical-42,https://www.light.gg/db/items/2149166938,pve,Rocket Launcher,Adaptive Frame,[],[],[],[]
classical-42,https://www.light.gg/db/items/2149166938,pvp,Rocket Launcher,Adaptive Frame,[],[],[],[]
countess sa/2,https://www.light.gg/db/items/2149166939,pve,Rocket Launcher,Adaptive Frame,[],[],[],[]
countess sa/2,https://www.light.gg/db/items/2149166939,pvp,Rocket Launcher,Adaptive Frame,[],[],[],[]
curtain call,https://www.light.gg/db/items/137879537,pve,Rocket Launcher,Aggressive Frame,[],[],[],[]
curtain call,https://www.light.gg/db/items/137879537,pvp,Rocket Launcher,Aggressive Frame,[],[],[],[]
heretic,https://www.light.gg/db/items/3067821200,pve,Rocket Launcher,Aggressive Frame,"['Linear Compensator', 'Hard Launch', 'Quick Launch']",['Impact Casing'],['Demolitionist'],"['Cluster Bomb', 'Quickdraw', 'Kill Clip']"
heretic,https://www.light.gg/db/items/3067821200,pvp,Rocket Launcher,Aggressive Frame,"['Linear Compensator', 'Volatile Launch', 'Confined Launch']","['Black Powder', 'High-Velocity Rounds']","['Demolitionist', 'Rangefinder']","['Cluster Bomb', 'Quickdraw']"
hoosegow,https://www.light.gg/db/items/417474224,pve,Rocket Launcher,Adaptive Frame,[],[],[],[]
hoosegow,https://www.light.gg/db/items/417474224,pvp,Rocket Launcher,Adaptive Frame,[],[],[],[]
hoosegow xe5837,https://www.light.gg/db/items/2817798849,pve,Rocket Launcher,Adaptive Frame,"['Linear Compensator', 'Hard Launch', 'Quick Launch']","['Alloy Casing', 'Impact Casing', 'Implosion Rounds']","['Auto-Loading Holster', 'Field Prep']","['Cluster Bomb', 'Quickdraw', 'Ambitious Assassin']"
hoosegow xe5837,https://www.light.gg/db/items/2817798849,pvp,Rocket Launcher,Adaptive Frame,"['Linear Compensator', 'Volatile Launch', 'Confined Launch']","['Alloy Casing', 'Impact Casing', 'Black Powder']",['Auto-Loading Holster'],"['Cluster Bomb', 'Quickdraw']"
morrigan-d,https://www.light.gg/db/items/3748713779,pve,Rocket Launcher,Häkke Precision Frame,[],[],[],[]
morrigan-d,https://www.light.gg/db/items/3748713779,pvp,Rocket Launcher,Häkke Precision Frame,[],[],[],[]
mos epoch iii,https://www.light.gg/db/items/417474225,pve,Rocket Launcher,Aggressive Frame,[],[],[],[]
mos epoch iii,https://www.light.gg/db/items/417474225,pvp,Rocket Launcher,Aggressive Frame,[],[],[],[]
mos epoch iii,https://www.light.gg/db/items/1529450902,pve,Rocket Launcher,Aggressive Frame,"['Quick Launch', 'Hard Launch', 'Smart Drift Control']","['Alloy Casing', 'Implosion Rounds', 'Impact Casing']","['Auto-Loading Holster', 'Tracking Module']","['Quickdraw', 'Cluster Bomb', 'Disruption Break']"
mos epoch iii,https://www.light.gg/db/items/1529450902,pvp,Rocket Launcher,Aggressive Frame,"['Quick Launch', 'Volatile Launch', 'Confined Launch']","['Alloy Casing', 'Black Powder']","['Auto-Loading Holster', 'Tracking Module']","['Quickdraw', 'Cluster Bomb']"
pentatonic-48,https://www.light.gg/db/items/3748713778,pve,Rocket Launcher,Adaptive Frame,[],[],[],[]
pentatonic-48,https://www.light.gg/db/items/3748713778,pvp,Rocket Launcher,Adaptive Frame,[],[],[],[]
pit launcher,https://www.light.gg/db/items/4095462486,pve,Rocket Launcher,Aggressive Frame,[],[],[],[]
pit launcher,https://www.light.gg/db/items/4095462486,pvp,Rocket Launcher,Aggressive Frame,[],[],[],[]
pyroclastic flow,https://www.light.gg/db/items/1289324202,pve,Rocket Launcher,Precision Frame,"['Hard Launch', 'Linear Compensator', 'Quick Launch']","['Impact Casing', 'Alloy Casing']","['Ambitious Assassin', 'Quickdraw']","['Cluster Bomb', 'Auto-Loading Holster']"
pyroclastic flow,https://www.light.gg/db/items/1289324202,pvp,Rocket Launcher,Precision Frame,"['Hard Launch', 'Linear Compensator', 'Volatile Launch', 'Countermass']","['Impact Casing', 'Black Powder', 'High-Velocity Rounds']","['Ambitious Assassin', 'Quickdraw', 'Underdog', 'Genesis']","['Cluster Bomb', 'Auto-Loading Holster']"
roar of the bear,https://www.light.gg/db/items/308332265,pve,Rocket Launcher,High-Impact Frame,"['Volatile Launch', 'Linear Compensator', 'Hard Launch', 'Quick Launch']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds', 'Implosion Rounds']",['Tracking Module'],"['Auto-Loading Holster', 'Kill Clip']"
roar of the bear,https://www.light.gg/db/items/308332265,pvp,Rocket Launcher,High-Impact Frame,"['Volatile Launch', 'Linear Compensator']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds']","['Tracking Module', 'Snapshot Sights']",['Quickdraw']
scipio-d,https://www.light.gg/db/items/2544285846,pve,Rocket Launcher,High-Impact Frame,[],[],[],[]
scipio-d,https://www.light.gg/db/items/2544285846,pvp,Rocket Launcher,High-Impact Frame,[],[],[],[]
shining sphere,https://www.light.gg/db/items/432716552,pve,Rocket Launcher,Adaptive Frame,[],[],[],[]
shining sphere,https://www.light.gg/db/items/432716552,pvp,Rocket Launcher,Adaptive Frame,[],[],[],[]
shining sphere,https://www.light.gg/db/items/136525518,pve,Rocket Launcher,Adaptive Frame,"['Volatile Launch', 'Confined Launch', 'Linear Compensator']","['Alloy Casing', 'Black Powder', 'Impact Casing']","['Auto-Loading Holster', 'Field Prep']","['Tracking Module', 'Demolitionist']"
shining sphere,https://www.light.gg/db/items/136525518,pvp,Rocket Launcher,Adaptive Frame,"['Volatile Launch', 'Confined Launch', 'Linear Compensator']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds']",['Auto-Loading Holster'],"['Tracking Module', 'Demolitionist']"
sins of the past,https://www.light.gg/db/items/3691881271,pve,Rocket Launcher,High-Impact Frame,[],[],[],[]
sins of the past,https://www.light.gg/db/items/3691881271,pvp,Rocket Launcher,High-Impact Frame,[],[],[],[]
sleepless,https://www.light.gg/db/items/3740842661,pve,Rocket Launcher,High-Impact Frame,"['Linear Compensator', 'Quick Launch']",['High-Velocity Rounds'],['Auto-Loading Holster'],['Cluster Bomb']
sleepless,https://www.light.gg/db/items/3740842661,pvp,Rocket Launcher,High-Impact Frame,[],[],[],[]
the button,https://www.light.gg/db/items/4041111172,pve,Rocket Launcher,Adaptive Frame,[],[],[],[]
the button,https://www.light.gg/db/items/4041111172,pvp,Rocket Launcher,Adaptive Frame,[],[],[],[]
tiebreaker,https://www.light.gg/db/items/2792181427,pve,Rocket Launcher,Aggressive Frame,[],[],[],[]
tiebreaker,https://www.light.gg/db/items/2792181427,pvp,Rocket Launcher,Aggressive Frame,[],[],[],[]
tomorrow's answer,https://www.light.gg/db/items/958384347,pve,Rocket Launcher,High-Impact Frame,"['Volatile Launch', 'Linear Compensator', 'Confined Launch']","['Impact Casing', 'Black Powder', 'High-Velocity Rounds']","['Tracking Module', 'Field Prep']","['Cluster Bomb', 'Disruption Break', 'Clown Cartridge']"
tomorrow's answer,https://www.light.gg/db/items/958384347,pvp,Rocket Launcher,High-Impact Frame,"['Volatile Launch', 'Linear Compensator']",['Impact Casing'],"['Tracking Module', 'Moving Target']","['Cluster Bomb', 'Snapshot Sights']"
zenobia-d,https://www.light.gg/db/items/3776129137,pve,Rocket Launcher,Häkke Precision Frame,"['Volatile Launch', 'Linear Compensator']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds']","['Snapshot Sights', 'Auto-Loading Holster']","['Cluster Bomb', 'Quickdraw', 'Kill Clip']"
zenobia-d,https://www.light.gg/db/items/3776129137,pvp,Rocket Launcher,Häkke Precision Frame,"['Volatile Launch', 'Linear Compensator']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds']",['Snapshot Sights'],"['Cluster Bomb', 'Quickdraw']"
zenobia-d,https://www.light.gg/db/items/1411084669,pve,Rocket Launcher,Häkke Precision Frame,[],[],[],[]
zenobia-d,https://www.light.gg/db/items/1411084669,pvp,Rocket Launcher,Häkke Precision Frame,[],[],[],[]
abide the return,https://www.light.gg/db/items/1644160541,pve,Sword,Adaptive Frame,"['Hungry Edge', 'Tempered Edge', 'Honed Edge']","['Balanced Guard', 'Heavy Guard']","['Relentless Strikes', 'Tireless Blade']","[""Assassin's Blade"", 'Whirlwind Blade']"
abide the return,https://www.light.gg/db/items/1644160541,pvp,Sword,Adaptive Frame,"['Hungry Edge', 'Tempered Edge']","['Balanced Guard', 'Heavy Guard']",['Relentless Strikes'],"[""Assassin's Blade""]"
complex solution,https://www.light.gg/db/items/287042893,pve,Sword,Adaptive Frame,[],[],[],[]
complex solution,https://www.light.gg/db/items/287042893,pvp,Sword,Adaptive Frame,[],[],[],[]
double-edged answer,https://www.light.gg/db/items/3551104348,pve,Sword,Adaptive Frame,[],[],[],[]
double-edged answer,https://www.light.gg/db/items/3551104348,pvp,Sword,Adaptive Frame,[],[],[],[]
future safe 10,https://www.light.gg/db/items/1490571337,pve,Sword,Adaptive Frame,[],[],[],[]
future safe 10,https://www.light.gg/db/items/1490571337,pvp,Sword,Adaptive Frame,[],[],[],[]
hagakure,https://www.light.gg/db/items/276918162,pve,Sword,Adaptive Frame,[],[],[],[]
hagakure,https://www.light.gg/db/items/276918162,pvp,Sword,Adaptive Frame,[],[],[],[]
honor's edge,https://www.light.gg/db/items/2276266837,pve,Sword,Adaptive Frame,[],[],[],[]
honor's edge,https://www.light.gg/db/items/2276266837,pvp,Sword,Adaptive Frame,[],[],[],[]
honor's edge,https://www.light.gg/db/items/2857348871,pve,Sword,Adaptive Frame,"['Honed Edge', 'Jagged Edge', 'Tempered Edge', 'Enduring Blade']","['Balanced Guard', 'Burst Guard', ""Swordmaster's Guard""]","['Tireless Blade', 'Relentless Strikes']","['Counterattack', 'Flash Counter', 'Surrounded']"
honor's edge,https://www.light.gg/db/items/2857348871,pvp,Sword,Adaptive Frame,"['Honed Edge', 'Jagged Edge', 'Tempered Edge']","['Balanced Guard', 'Burst Guard', 'Heavy Guard']","['Tireless Blade', 'Energy Transfer']","['Counterattack', 'Shattering Blade', 'En Garde']"
it stared back,https://www.light.gg/db/items/1018072983,pve,Sword,Adaptive Frame,[],[],[],[]
it stared back,https://www.light.gg/db/items/1018072983,pvp,Sword,Adaptive Frame,[],[],[],[]
just in case,https://www.light.gg/db/items/715338174,pve,Sword,Adaptive Frame,"['Hungry Edge', 'Tempered Edge']","['Heavy Guard', 'Balanced Guard']","['Tireless Blade', 'Relentless Strikes']","['Shattering Blade', 'En Garde', 'Whirlwind Blade']"
just in case,https://www.light.gg/db/items/715338174,pvp,Sword,Adaptive Frame,"['Honed Edge', 'Jagged Edge']","['Heavy Guard', 'Enduring Guard']",['Tireless Blade'],"['Shattering Blade', 'En Garde', ""Assassin's Blade""]"
negative space,https://www.light.gg/db/items/287042892,pve,Sword,Adaptive Frame,[],[],[],[]
negative space,https://www.light.gg/db/items/287042892,pvp,Sword,Adaptive Frame,[],[],[],[]
night terror,https://www.light.gg/db/items/3870811754,pve,Sword,Adaptive Frame,"['Honed Edge', 'Jagged Edge', 'Tempered Edge']",['Heavy Guard'],"['Tireless Blade', 'Relentless Strikes']",['Whirlwind Blade']
night terror,https://www.light.gg/db/items/3870811754,pvp,Sword,Adaptive Frame,"['Honed Edge', 'Hungry Edge', 'Enduring Blade']",['Heavy Guard'],['Tireless Blade'],"['En Garde', ""Assassin's Blade""]"
steel sybil z-14,https://www.light.gg/db/items/4230993599,pve,Sword,Adaptive Frame,[],[],[],[]
steel sybil z-14,https://www.light.gg/db/items/4230993599,pvp,Sword,Adaptive Frame,[],[],[],[]
steel sybil z-14,https://www.light.gg/db/items/4174481098,pve,Sword,Adaptive Frame,[],[],[],[]
steel sybil z-14,https://www.light.gg/db/items/4174481098,pvp,Sword,Adaptive Frame,[],[],[],[]
stryker's sure-hand,https://www.light.gg/db/items/3704653637,pve,Sword,Adaptive Frame,"['Tempered Edge', 'Hungry Edge']","['Heavy Guard', 'Balanced Guard', 'Enduring Guard']","['Tireless Blade', 'Relentless Strikes']","['Surrounded', 'Whirlwind Blade']"
stryker's sure-hand,https://www.light.gg/db/items/3704653637,pvp,Sword,Adaptive Frame,"['Tempered Edge', 'Honed Edge', 'Jagged Edge']","['Heavy Guard', 'Burst Guard']","['Tireless Blade', ""Assassin's Blade""]","['Surrounded', 'En Garde']"
traitor's fate,https://www.light.gg/db/items/2683682446,pve,Sword,Adaptive Frame,[],[],[],[]
traitor's fate,https://www.light.gg/db/items/2683682446,pvp,Sword,Adaptive Frame,[],[],[],[]
unspoken promise,https://www.light.gg/db/items/287042894,pve,Sword,Adaptive Frame,[],[],[],[]
unspoken promise,https://www.light.gg/db/items/287042894,pvp,Sword,Adaptive Frame,[],[],[],[]
zephyr,https://www.light.gg/db/items/4203034886,pve,Sword,Adaptive Frame,[],[],[],[]
zephyr,https://www.light.gg/db/items/4203034886,pvp,Sword,Adaptive Frame,[],[],[],[]
